code,code_description,code_type,cms_opps_inpatient_list,ccs
06LR0ZZ,Occlusion of Right Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06LR3CZ,Occlusion R Less Saphenous w Extralum Dev - Perc,ICD10_PROC,,ccs51thru61
06LR3DZ,Occlusion R Less Saphenous w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
06LR3ZZ,Occlusion of Right Lesser Saphenous Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06LR4CZ,Occlusion R Less Saphenous w Extralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LR4DZ,Occlusion R Less Saphenous w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LR4ZZ,Occlusion of Right Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LS0CZ,Occlusion L Less Saphenous w Extralum Dev - Open,ICD10_PROC,,ccs51thru61
06LS0DZ,Occlusion L Less Saphenous w Intralum Dev - Open,ICD10_PROC,,ccs51thru61
06LS0ZZ,Occlusion of Left Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06LS3CZ,Occlusion L Less Saphenous w Extralum Dev - Perc,ICD10_PROC,,ccs51thru61
06LS3DZ,Occlusion L Less Saphenous w Intralum Dev - Perc,ICD10_PROC,,ccs51thru61
06LS3ZZ,Occlusion of Left Lesser Saphenous Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06LS4CZ,Occlusion L Less Saphenous w Extralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LS4DZ,Occlusion L Less Saphenous w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LS4ZZ,Occlusion of Left Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LT0CZ,Occlusion of R Foot Vein with Extralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LT0DZ,Occlusion of R Foot Vein with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LT0ZZ,Occlusion of Right Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06LT3CZ,Occlusion of R Foot Vein with Extralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LT3DZ,Occlusion of R Foot Vein with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LT3ZZ,Occlusion of Right Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06LT4CZ,Occlusion R Foot Vein w Extralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LT4DZ,Occlusion R Foot Vein w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LT4ZZ,Occlusion of Right Foot Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LV0CZ,Occlusion of Left Foot Vein with Extralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LV0DZ,Occlusion of Left Foot Vein with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LV0ZZ,Occlusion of Left Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06LV3CZ,Occlusion of Left Foot Vein with Extralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LV3DZ,Occlusion of Left Foot Vein with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LV3ZZ,Occlusion of Left Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06LV4CZ,Occlusion L Foot Vein w Extralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LV4DZ,Occlusion L Foot Vein w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LV4ZZ,Occlusion of Left Foot Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LY0CC,Occlusion of Hemorr Plexus with Extralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LY0CZ,Occlusion of Lower Vein with Extralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LY0DC,Occlusion of Hemorr Plexus with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LY0DZ,Occlusion of Lower Vein with Intralum Dev - Open Approach,ICD10_PROC,,ccs51thru61
06LY0ZC,Occlusion of Hemorrhoidal Plexus - Open Approach,ICD10_PROC,,ccs51thru61
06LY0ZZ,Occlusion of Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06LY3CC,Occlusion of Hemorr Plexus with Extralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LY3CZ,Occlusion of Lower Vein with Extralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LY3DC,Occlusion of Hemorr Plexus with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LY3DZ,Occlusion of Lower Vein with Intralum Dev - Perc Approach,ICD10_PROC,,ccs51thru61
06LY3ZC,Occlusion of Hemorrhoidal Plexus - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06LY3ZZ,Occlusion of Lower Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06LY4CC,Occlusion Hemorr Plexus w Extralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LY4CZ,Occlusion of Low Vein with Extralum Dev - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LY4DC,Occlusion Hemorr Plexus w Intralum Dev - Perc Endo,ICD10_PROC,,ccs51thru61
06LY4DZ,Occlusion of Low Vein with Intralum Dev - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LY4ZC,Occlusion of Hemorrhoidal Plexus - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06LY4ZZ,Occlusion of Lower Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N00ZZ,Release Inferior Vena Cava - Open Approach,ICD10_PROC,,ccs51thru61
06N03ZZ,Release Inferior Vena Cava - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N04ZZ,Release Inferior Vena Cava - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N10ZZ,Release Splenic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N13ZZ,Release Splenic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N14ZZ,Release Splenic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N20ZZ,Release Gastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N23ZZ,Release Gastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N24ZZ,Release Gastric Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N30ZZ,Release Esophageal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N33ZZ,Release Esophageal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N34ZZ,Release Esophageal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N40ZZ,Release Hepatic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N43ZZ,Release Hepatic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N44ZZ,Release Hepatic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N50ZZ,Release Superior Mesenteric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N53ZZ,Release Superior Mesenteric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N54ZZ,Release Superior Mesenteric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06N60ZZ,Release Inferior Mesenteric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N63ZZ,Release Inferior Mesenteric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N64ZZ,Release Inferior Mesenteric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06N70ZZ,Release Colic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N73ZZ,Release Colic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N74ZZ,Release Colic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N80ZZ,Release Portal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N83ZZ,Release Portal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N84ZZ,Release Portal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06N90ZZ,Release Right Renal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06N93ZZ,Release Right Renal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06N94ZZ,Release Right Renal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NB0ZZ,Release Left Renal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NB3ZZ,Release Left Renal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NB4ZZ,Release Left Renal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NC0ZZ,Release Right Common Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NC3ZZ,Release Right Common Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NC4ZZ,Release Right Common Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06ND0ZZ,Release Left Common Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06ND3ZZ,Release Left Common Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06ND4ZZ,Release Left Common Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NF0ZZ,Release Right External Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NF3ZZ,Release Right External Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NF4ZZ,Release Right External Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NG0ZZ,Release Left External Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NG3ZZ,Release Left External Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NG4ZZ,Release Left External Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NH0ZZ,Release Right Hypogastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NH3ZZ,Release Right Hypogastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NH4ZZ,Release Right Hypogastric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NJ0ZZ,Release Left Hypogastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NJ3ZZ,Release Left Hypogastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NJ4ZZ,Release Left Hypogastric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NM0ZZ,Release Right Femoral Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NM3ZZ,Release Right Femoral Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NM4ZZ,Release Right Femoral Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NN0ZZ,Release Left Femoral Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NN3ZZ,Release Left Femoral Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NN4ZZ,Release Left Femoral Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NP0ZZ,Release Right Greater Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NP3ZZ,Release Right Greater Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NP4ZZ,Release Right Greater Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NQ0ZZ,Release Left Greater Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NQ3ZZ,Release Left Greater Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NQ4ZZ,Release Left Greater Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NR0ZZ,Release Right Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NR3ZZ,Release Right Lesser Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NR4ZZ,Release Right Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NS0ZZ,Release Left Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NS3ZZ,Release Left Lesser Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NS4ZZ,Release Left Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06NT0ZZ,Release Right Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NT3ZZ,Release Right Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NT4ZZ,Release Right Foot Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NV0ZZ,Release Left Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NV3ZZ,Release Left Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NV4ZZ,Release Left Foot Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06NY0ZZ,Release Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06NY3ZZ,Release Lower Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06NY4ZZ,Release Lower Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06PY00Z,Removal of Drainage Device from Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY02Z,Removal of Monitoring Device from Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY03Z,Removal of Infusion Device from Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY07Z,Removal of Autol Sub from Low Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY0CZ,Removal of Extraluminal Device from Low Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY0DZ,Removal of Intraluminal Device from Low Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY0JZ,Removal of Synthetic Substitute from Low Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY0KZ,Removal of Nonaut Sub from Low Vein - Open Approach,ICD10_PROC,,ccs51thru61
06PY37Z,Removal of Autol Sub from Low Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06PY3CZ,Removal of Extraluminal Device from Low Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06PY3DZ,Removal of Intraluminal Device from Low Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06PY3JZ,Removal of Synthetic Substitute from Low Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06PY3KZ,Removal of Nonaut Sub from Low Vein - Perc Approach,ICD10_PROC,,ccs51thru61
06PY40Z,Removal of Drainage Device from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY42Z,Removal of Monitor Dev from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY43Z,Removal of Infusion Device from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY47Z,Removal of Autol Sub from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY4CZ,Removal of Extralum Dev from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY4DZ,Removal of Intralum Dev from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY4JZ,Removal of Synth Sub from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06PY4KZ,Removal of Nonaut Sub from Low Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06Q00ZZ,Repair Inferior Vena Cava - Open Approach,ICD10_PROC,,ccs51thru61
06Q03ZZ,Repair Inferior Vena Cava - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q04ZZ,Repair Inferior Vena Cava - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q10ZZ,Repair Splenic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q13ZZ,Repair Splenic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q14ZZ,Repair Splenic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q20ZZ,Repair Gastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q23ZZ,Repair Gastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q24ZZ,Repair Gastric Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q30ZZ,Repair Esophageal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q33ZZ,Repair Esophageal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q34ZZ,Repair Esophageal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q40ZZ,Repair Hepatic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q43ZZ,Repair Hepatic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q44ZZ,Repair Hepatic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q50ZZ,Repair Superior Mesenteric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q53ZZ,Repair Superior Mesenteric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q54ZZ,Repair Superior Mesenteric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06Q60ZZ,Repair Inferior Mesenteric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q63ZZ,Repair Inferior Mesenteric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q64ZZ,Repair Inferior Mesenteric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06Q70ZZ,Repair Colic Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q73ZZ,Repair Colic Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q74ZZ,Repair Colic Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q80ZZ,Repair Portal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q83ZZ,Repair Portal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q84ZZ,Repair Portal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06Q90ZZ,Repair Right Renal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06Q93ZZ,Repair Right Renal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06Q94ZZ,Repair Right Renal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QB0ZZ,Repair Left Renal Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QB3ZZ,Repair Left Renal Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QB4ZZ,Repair Left Renal Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QC0ZZ,Repair Right Common Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QC3ZZ,Repair Right Common Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QC4ZZ,Repair Right Common Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QD0ZZ,Repair Left Common Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QD3ZZ,Repair Left Common Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QD4ZZ,Repair Left Common Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QF0ZZ,Repair Right External Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QF3ZZ,Repair Right External Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QF4ZZ,Repair Right External Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QG0ZZ,Repair Left External Iliac Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QG3ZZ,Repair Left External Iliac Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QG4ZZ,Repair Left External Iliac Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QH0ZZ,Repair Right Hypogastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QH3ZZ,Repair Right Hypogastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QH4ZZ,Repair Right Hypogastric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QJ0ZZ,Repair Left Hypogastric Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QJ3ZZ,Repair Left Hypogastric Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QJ4ZZ,Repair Left Hypogastric Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QM0ZZ,Repair Right Femoral Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QM3ZZ,Repair Right Femoral Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QM4ZZ,Repair Right Femoral Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QN0ZZ,Repair Left Femoral Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QN3ZZ,Repair Left Femoral Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QN4ZZ,Repair Left Femoral Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QP0ZZ,Repair Right Greater Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QP3ZZ,Repair Right Greater Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QP4ZZ,Repair Right Greater Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QQ0ZZ,Repair Left Greater Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QQ3ZZ,Repair Left Greater Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QQ4ZZ,Repair Left Greater Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QR0ZZ,Repair Right Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QR3ZZ,Repair Right Lesser Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QR4ZZ,Repair Right Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QS0ZZ,Repair Left Lesser Saphenous Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QS3ZZ,Repair Left Lesser Saphenous Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QS4ZZ,Repair Left Lesser Saphenous Vein - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06QT0ZZ,Repair Right Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QT3ZZ,Repair Right Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QT4ZZ,Repair Right Foot Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QV0ZZ,Repair Left Foot Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QV3ZZ,Repair Left Foot Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QV4ZZ,Repair Left Foot Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06QY0ZZ,Repair Lower Vein - Open Approach,ICD10_PROC,,ccs51thru61
06QY3ZZ,Repair Lower Vein - Percutaneous Approach,ICD10_PROC,,ccs51thru61
06QY4ZZ,Repair Lower Vein - Percutaneous Endoscopic Approach,ICD10_PROC,,ccs51thru61
06R007Z,Replacement of Inf Vena Cava with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R00JZ,Replacement of Inf Vena Cava with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R00KZ,Replacement of Inf Vena Cava with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R047Z,Replace of Inf Vena Cava with Autol Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R04JZ,Replace of Inf Vena Cava with Synth Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R04KZ,Replace of Inf Vena Cava with Nonaut Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R107Z,Replacement of Splenic Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R10JZ,Replacement of Splenic Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R10KZ,Replacement of Splenic Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R147Z,Replace of Splenic Vein with Autol Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R14JZ,Replace of Splenic Vein with Synth Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R14KZ,Replace of Splenic Vein with Nonaut Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R207Z,Replacement of Gastric Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R20JZ,Replacement of Gastric Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R20KZ,Replacement of Gastric Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R247Z,Replace of Gastric Vein with Autol Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R24JZ,Replace of Gastric Vein with Synth Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R24KZ,Replace of Gastric Vein with Nonaut Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R307Z,Replacement of Esophageal Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R30JZ,Replacement of Esophageal Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R30KZ,Replace of Esophageal Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R347Z,Replace Esophageal Vein w Autol Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R34JZ,Replace Esophageal Vein w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R34KZ,Replace Esophageal Vein w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R407Z,Replacement of Hepatic Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R40JZ,Replacement of Hepatic Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R40KZ,Replacement of Hepatic Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R447Z,Replace of Hepatic Vein with Autol Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R44JZ,Replace of Hepatic Vein with Synth Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R44KZ,Replace of Hepatic Vein with Nonaut Sub - Perc Endo Approach,ICD10_PROC,,ccs51thru61
06R507Z,Replacement of Sup Mesent Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R50JZ,Replacement of Sup Mesent Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R50KZ,Replace of Sup Mesent Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R547Z,Replace Sup Mesent Vein w Autol Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R54JZ,Replace Sup Mesent Vein w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R54KZ,Replace Sup Mesent Vein w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R607Z,Replacement of Inf Mesent Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R60JZ,Replacement of Inf Mesent Vein with Synth Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R60KZ,Replace of Inf Mesent Vein with Nonaut Sub - Open Approach,ICD10_PROC,,ccs51thru61
06R647Z,Replace Inf Mesent Vein w Autol Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R64JZ,Replace Inf Mesent Vein w Synth Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R64KZ,Replace Inf Mesent Vein w Nonaut Sub - Perc Endo,ICD10_PROC,,ccs51thru61
06R707Z,Replacement of Colic Vein with Autol Sub - Open Approach,ICD10_PROC,,ccs51thru61
